1,2,3,4,5
"[252086.0, 254513.0, 257848.0, 259995.0, 260869.0, 242164.0, 244863.0, 247035.0, 248767.0, 250441.0, 191306.0, 191101.0, 191353.0, 192414.0, 193500.0, 90191.0, 89753.0, 88872.0, 87809.0, 88025.0, 53219.0, 52924.0, 52499.0, 52363.0, 52155.0, 28050.0, 27978.0, 28263.0, 28504.0, 27230.0, 22248.0, 23826.0, 23120.0, 23578.0, 24696.0, 22128.0, 22435.0, 22633.0, 22480.0, 22163.0, 22350.0, 22584.0, 22696.0, 22646.0, 22290.0, 21337.0, 19737.0, 19557.0, 19884.0, 20038.0, 19638.0, 18272.0, 17371.0, 16463.0, 16776.0, 17325.0, 17279.0, 17036.0, 16797.0, 16625.0, 16085.0, 16097.0, 16652.0, 16838.0, 16928.0, 16993.0, 16864.0, 16413.0, 16329.0, 17029.0, 17446.0, 17771.0, 18203.0, 18068.0, 17626.0, 17630.0, 18439.0, 18809.0, 19071.0, 19428.0, 19430.0, 18895.0, 18929.0, 19530.0, 19597.0, 19643.0, 19680.0, 19274.0, 18531.0, 18273.0, 18433.0, 18242.0, 18100.0, 17807.0, 17298.0, 16452.0, 16308.0, 16653.0, 16772.0, 17721.0, 17755.0, 17619.0, 17092.0, 17159.0, 17746.0, 18346.0, 18611.0, 18722.0, 18605.0, 17737.0, 17722.0, 18316.0, 18532.0, 18765.0, 18676.0, 18473.0, 17835.0, 17941.0, 18767.0, 19167.0, 19586.0, 20065.0, 20336.0, 20047.0, 20487.0, 21892.0, 22986.0, 24299.0, 22927.0, 25906.0, 25734.0, 26259.0, 28097.0, 29641.0, 30800.0, 31726.0, 32251.0, 31505.0, 32523.0, 33219.0, 33851.0, 34243.0, 34332.0, 34925.0, 32686.0, 31517.0, 31449.0, 31698.0, 32211.0, 31655.0, 30985.0, 29806.0, 29600.0, 30272.0, 29845.0, 30012.0, 29938.0, 29271.0, 27929.0, 27736.0, 28915.0, 29486.0, 29337.0, 29064.0, 28314.0, 27246.0, 27151.0, 27364.0, 27320.0, 27276.0, 27051.0, 26319.0, 25189.0, 25235.0]","[83081.0, 84021.0, 85035.0, 86262.0, 86654.0, 80339.0, 80959.0, 81694.0, 82135.0, 82582.0, 63026.0, 62927.0, 62799.0, 62827.0, 62975.0, 28942.0, 29942.0, 29679.0, 29103.0, 29000.0, 17415.0, 17177.0, 16977.0, 16783.0, 16676.0, 8749.0, 8302.0, 8331.0, 8316.0, 8030.0, 6275.0, 6121.0, 5863.0, 5774.0, 5993.0, 5072.0, 5011.0, 4944.0, 4977.0, 4898.0, 4888.0, 4812.0, 4801.0, 4814.0, 4701.0, 4438.0, 3957.0, 3857.0, 3918.0, 3866.0, 3795.0, 3477.0, 3248.0, 3028.0, 3050.0, 3126.0, 3071.0, 3066.0, 3016.0, 3070.0, 2940.0, 3076.0, 3201.0, 3165.0, 3313.0, 3296.0, 3336.0, 3278.0, 3243.0, 3348.0, 3410.0, 3438.0, 3504.0, 3566.0, 3448.0, 3429.0, 3543.0, 3729.0, 3880.0, 3928.0, 3998.0, 3949.0, 3903.0, 4100.0, 4156.0, 4280.0, 4215.0, 4127.0, 3937.0, 4105.0, 4186.0, 4156.0, 4121.0, 4050.0, 3917.0, 3741.0, 3654.0, 3696.0, 3654.0, 3577.0, 3654.0, 3612.0, 3504.0, 3514.0, 3604.0, 3701.0, 3805.0, 4033.0, 4089.0, 3937.0, 3922.0, 4121.0, 4191.0, 4378.0, 4467.0, 4471.0, 4405.0, 4406.0, 4516.0, 4807.0, 4969.0, 5177.0, 5272.0, 5146.0, 5306.0, 5710.0, 5960.0, 6378.0, 6030.0, 6934.0, 6836.0, 6896.0, 7333.0, 7769.0, 8145.0, 8432.0, 8674.0, 8455.0, 8674.0, 8732.0, 9049.0, 9272.0, 9281.0, 9524.0, 8839.0, 8614.0, 8405.0, 8489.0, 8705.0, 8650.0, 8425.0, 8020.0, 8010.0, 8202.0, 8104.0, 8024.0, 8025.0, 7829.0, 7466.0, 7373.0, 7731.0, 7942.0, 7832.0, 7876.0, 7465.0, 7341.0, 7323.0, 7371.0, 7473.0, 7421.0, 7310.0, 7113.0, 6772.0, 6630.0]","[61479.0, 61845.0, 62580.0, 63069.0, 63257.0, 58596.0, 59081.0, 59358.0, 59625.0, 59907.0, 45522.0, 45499.0, 45478.0, 45726.0, 45960.0, 20620.0, 20578.0, 20431.0, 20225.0, 20273.0, 11691.0, 11687.0, 11677.0, 11710.0, 11676.0, 5853.0, 5848.0, 5897.0, 5896.0, 5643.0, 4406.0, 4631.0, 4436.0, 4404.0, 4543.0, 3878.0, 3823.0, 3779.0, 3717.0, 3625.0, 3615.0, 3626.0, 3657.0, 3619.0, 3540.0, 3342.0, 3079.0, 3053.0, 3107.0, 3190.0, 3118.0, 2919.0, 2774.0, 2639.0, 2710.0, 2842.0, 3020.0, 3050.0, 3024.0, 3050.0, 2985.0, 3056.0, 3172.0, 3222.0, 3298.0, 3334.0, 3305.0, 3256.0, 3233.0, 3388.0, 3453.0, 3421.0, 3556.0, 3515.0, 3442.0, 3502.0, 3661.0, 3823.0, 3984.0, 4050.0, 4120.0, 4075.0, 4077.0, 4266.0, 4389.0, 4445.0, 4493.0, 4394.0, 4250.0, 4203.0, 4238.0, 4224.0, 4167.0, 4080.0, 3950.0, 3746.0, 3738.0, 3780.0, 3820.0, 3974.0, 4067.0, 4123.0, 4026.0, 4088.0, 4209.0, 4316.0, 4411.0, 4511.0, 4527.0, 4328.0, 4390.0, 4504.0, 4581.0, 4603.0, 4558.0, 4473.0, 4249.0, 4267.0, 4324.0, 4403.0, 4515.0, 4578.0, 4588.0, 4485.0, 4601.0, 4883.0, 5094.0, 5402.0, 5117.0, 5861.0, 5796.0, 5966.0, 6328.0, 6668.0, 6994.0, 7156.0, 7307.0, 7184.0, 7391.0, 7521.0, 7732.0, 7692.0, 7754.0, 7865.0, 7346.0, 7149.0, 7062.0, 7050.0, 7113.0, 6954.0, 6762.0, 6432.0, 6334.0, 6365.0, 6176.0, 6110.0, 6027.0, 5816.0, 5604.0, 5555.0, 5698.0, 5800.0, 5708.0, 5676.0, 5446.0, 5272.0, 5307.0, 5366.0, 5397.0, 5462.0, 5418.0, 5313.0, 5116.0, 5046.0]","[43882.0, 44248.0, 44830.0, 45164.0, 45387.0, 42049.0, 42449.0, 42779.0, 43007.0, 43295.0, 32991.0, 32980.0, 32969.0, 33159.0, 33302.0, 15312.0, 15266.0, 15048.0, 14880.0, 14897.0, 8767.0, 8661.0, 8623.0, 8633.0, 8524.0, 4338.0, 4264.0, 4294.0, 4277.0, 4063.0, 3212.0, 3370.0, 3240.0, 3231.0, 3391.0, 2938.0, 2905.0, 2921.0, 2874.0, 2779.0, 2760.0, 2768.0, 2761.0, 2769.0, 2694.0, 2543.0, 2360.0, 2324.0, 2324.0, 2290.0, 2211.0, 2097.0, 1972.0, 1841.0, 1880.0, 1895.0, 1948.0, 1964.0, 1912.0, 1875.0, 1845.0, 1843.0, 1897.0, 1949.0, 1916.0, 1878.0, 1859.0, 1792.0, 1753.0, 1816.0, 1804.0, 1819.0, 1771.0, 1747.0, 1748.0, 1758.0, 1781.0, 1814.0, 1868.0, 1939.0, 1988.0, 1940.0, 1966.0, 2073.0, 2066.0, 2182.0, 2207.0, 2235.0, 2175.0, 2211.0, 2272.0, 2286.0, 2334.0, 2292.0, 2300.0, 2213.0, 2209.0, 2269.0, 2253.0, 2388.0, 2406.0, 2426.0, 2392.0, 2509.0, 2608.0, 2616.0, 2750.0, 2802.0, 2760.0, 2632.0, 2629.0, 2743.0, 2781.0, 2874.0, 2889.0, 2889.0, 2819.0, 2843.0, 3021.0, 3074.0, 3277.0, 3394.0, 3455.0, 3400.0, 3511.0, 3830.0, 4099.0, 4410.0, 4176.0, 4941.0, 4964.0, 5136.0, 5595.0, 5919.0, 6373.0, 6664.0, 6773.0, 6677.0, 6986.0, 7089.0, 7322.0, 7502.0, 7587.0, 7654.0, 7220.0, 6951.0, 6909.0, 6937.0, 7110.0, 6901.0, 6653.0, 6384.0, 6362.0, 6380.0, 6231.0, 6161.0, 6054.0, 5743.0, 5499.0, 5467.0, 5561.0, 5531.0, 5385.0, 5346.0, 5116.0, 4951.0, 4944.0, 4913.0, 4801.0, 4771.0, 4721.0, 4517.0, 4321.0, 4197.0]","[71270.0, 71711.0, 72211.0, 72592.0, 72810.0, 67238.0, 67754.0, 68148.0, 68490.0, 68829.0, 52068.0, 52014.0, 51975.0, 52209.0, 52410.0, 22992.0, 22880.0, 22742.0, 22535.0, 22453.0, 12504.0, 12416.0, 12312.0, 12216.0, 12124.0, 5390.0, 5269.0, 5232.0, 5146.0, 4918.0, 3502.0, 3602.0, 3450.0, 3355.0, 3424.0, 2601.0, 2565.0, 2625.0, 2629.0, 2563.0, 2541.0, 2572.0, 2602.0, 2637.0, 2585.0, 2456.0, 2285.0, 2248.0, 2313.0, 2342.0, 2295.0, 2206.0, 2082.0, 2064.0, 2109.0, 2301.0, 2487.0, 2594.0, 2632.0, 2793.0, 2822.0, 2972.0, 3158.0, 3306.0, 3419.0, 3461.0, 3445.0, 3406.0, 3331.0, 3505.0, 3462.0, 3448.0, 3484.0, 3405.0, 3347.0, 3322.0, 3267.0, 3257.0, 3291.0, 3295.0, 3344.0, 3238.0, 3238.0, 3381.0, 3319.0, 3422.0, 3498.0, 3487.0, 3391.0, 3316.0, 3459.0, 3505.0, 3537.0, 3539.0, 3474.0, 3346.0, 3317.0, 3442.0, 3481.0, 3570.0, 3644.0, 3665.0, 3550.0, 3639.0, 3773.0, 3858.0, 3994.0, 4144.0, 4278.0, 4131.0, 4247.0, 4415.0, 4507.0, 4619.0, 4737.0, 4669.0, 4503.0, 4542.0, 4607.0, 4882.0, 5120.0, 5299.0, 5406.0, 5211.0, 5469.0, 5756.0, 6023.0, 6352.0, 6001.0, 6847.0, 6641.0, 6748.0, 7213.0, 7600.0, 7888.0, 8079.0, 8298.0, 8113.0, 8305.0, 8128.0, 8325.0, 8355.0, 8478.0, 8703.0, 8122.0, 7961.0, 7907.0, 7789.0, 7896.0, 7731.0, 7534.0, 7161.0, 6957.0, 7031.0, 6933.0, 6851.0, 6841.0, 6743.0, 6491.0, 6477.0, 6668.0, 6740.0, 6698.0, 6664.0, 6533.0, 6300.0, 6285.0, 6242.0, 6145.0, 6135.0, 6048.0, 5837.0, 5610.0, 5527.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 20326.0, 20522.0, 20792.0, 20965.0, 21035.0, 81138.0, 81949.0, 82940.0, 83603.0, 83952.0, 189114.0, 190859.0, 192925.0, 194409.0, 195302.0, 231932.0, 233726.0, 235603.0, 237141.0, 238419.0, 263017.0, 264336.0, 265903.0, 267300.0, 268574.0, 275186.0, 276590.0, 278046.0, 279149.0, 280247.0, 284686.0, 286174.0, 287651.0, 289032.0, 289991.0, 291203.0, 292954.0, 294406.0, 295851.0, 296734.0, 298258.0, 300431.0, 301702.0, 303146.0, 304401.0, 305892.0, 307739.0, 309216.0, 310606.0, 311458.0, 312710.0, 314284.0, 315600.0, 317008.0, 317965.0, 319016.0, 320014.0, 321104.0, 322411.0, 323515.0, 324705.0, 325688.0, 326656.0, 327678.0, 328733.0, 329961.0, 331088.0, 332201.0, 333392.0, 334457.0, 335484.0, 336520.0, 337696.0, 338887.0, 340106.0, 341368.0, 342518.0, 343581.0, 344691.0, 345976.0, 347281.0, 348624.0, 349974.0, 351197.0, 352329.0, 353547.0, 354894.0, 356185.0, 357514.0, 358845.0, 360133.0, 361234.0, 362398.0, 363647.0, 364812.0, 366060.0, 367282.0, 368405.0, 369370.0, 370470.0, 371599.0, 372701.0, 373870.0, 374977.0, 376247.0, 377232.0, 378323.0, 379486.0, 380622.0, 382178.0, 383433.0, 384622.0, 385636.0, 386730.0, 388055.0, 389354.0, 390649.0, 391858.0, 393048.0, 394164.0, 395345.0, 396646.0, 397885.0, 399257.0, 400669.0, 402053.0, 403295.0, 404661.0, 405995.0, 407741.0, 409454.0, 411178.0, 412978.0, 414014.0, 416348.0, 418304.0, 420252.0, 422515.0, 423710.0, 426883.0, 428780.0, 430772.0, 433080.0, 435046.0, 437866.0, 440095.0, 442254.0, 444190.0, 446116.0, 448648.0, 450580.0, 452641.0, 454879.0, 456988.0, 458890.0, 460398.0, 462195.0, 464320.0, 466530.0, 468633.0, 470408.0, 472034.0, 473924.0, 475934.0, 477827.0, 479765.0, 481668.0, 483502.0, 485097.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 6700.0, 6775.0, 6857.0, 6956.0, 6988.0, 26784.0, 27064.0, 27371.0, 27706.0, 27838.0, 62455.0, 63025.0, 63655.0, 64322.0, 64621.0, 76611.0, 77202.0, 77756.0, 78247.0, 78584.0, 86615.0, 87277.0, 87677.0, 88063.0, 88349.0, 90440.0, 91303.0, 91695.0, 91960.0, 92188.0, 93525.0, 94044.0, 94401.0, 94699.0, 94899.0, 95176.0, 95679.0, 96010.0, 96296.0, 96475.0, 96802.0, 97336.0, 97590.0, 97852.0, 98100.0, 98414.0, 98856.0, 99135.0, 99436.0, 99588.0, 99831.0, 100170.0, 100410.0, 100691.0, 100841.0, 101035.0, 101229.0, 101404.0, 101657.0, 101826.0, 102054.0, 102264.0, 102424.0, 102612.0, 102800.0, 103016.0, 103269.0, 103477.0, 103689.0, 103918.0, 104089.0, 104366.0, 104582.0, 104781.0, 105041.0, 105251.0, 105530.0, 105737.0, 105951.0, 106194.0, 106413.0, 106714.0, 106984.0, 107262.0, 107482.0, 107704.0, 108013.0, 108290.0, 108600.0, 108882.0, 109157.0, 109421.0, 109638.0, 109930.0, 110222.0, 110506.0, 110762.0, 110983.0, 111194.0, 111485.0, 111744.0, 111985.0, 112209.0, 112446.0, 112680.0, 112918.0, 113141.0, 113371.0, 113605.0, 113858.0, 114163.0, 114427.0, 114670.0, 114930.0, 115191.0, 115487.0, 115802.0, 116127.0, 116439.0, 116681.0, 116973.0, 117313.0, 117612.0, 117960.0, 118319.0, 118685.0, 119037.0, 119386.0, 119678.0, 120171.0, 120624.0, 121092.0, 121573.0, 121808.0, 122462.0, 122976.0, 123482.0, 124081.0, 124363.0, 125268.0, 125772.0, 126312.0, 126898.0, 127381.0, 128159.0, 128802.0, 129423.0, 129919.0, 130400.0, 131061.0, 131655.0, 132211.0, 132791.0, 133364.0, 133884.0, 134340.0, 134758.0, 135318.0, 135916.0, 136515.0, 137011.0, 137417.0, 137913.0, 138459.0, 138957.0, 139505.0, 140001.0, 140458.0, 140926.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 4957.0, 4987.0, 5046.0, 5085.0, 5100.0, 19751.0, 19879.0, 20081.0, 20222.0, 20291.0, 45916.0, 46199.0, 46599.0, 46906.0, 47079.0, 55965.0, 56275.0, 56581.0, 56879.0, 57118.0, 63064.0, 63296.0, 63571.0, 63873.0, 64126.0, 65632.0, 65893.0, 66166.0, 66405.0, 66619.0, 67611.0, 67889.0, 68164.0, 68452.0, 68634.0, 68853.0, 69155.0, 69400.0, 69660.0, 69810.0, 70071.0, 70417.0, 70608.0, 70845.0, 71046.0, 71296.0, 71568.0, 71793.0, 72028.0, 72162.0, 72355.0, 72596.0, 72806.0, 73037.0, 73198.0, 73360.0, 73523.0, 73696.0, 73917.0, 74124.0, 74321.0, 74522.0, 74689.0, 74870.0, 75076.0, 75292.0, 75562.0, 75775.0, 75985.0, 76217.0, 76402.0, 76631.0, 76855.0, 77065.0, 77333.0, 77565.0, 77799.0, 78028.0, 78227.0, 78507.0, 78756.0, 79018.0, 79323.0, 79565.0, 79827.0, 80092.0, 80382.0, 80683.0, 80984.0, 81299.0, 81588.0, 81846.0, 82103.0, 82379.0, 82685.0, 82964.0, 83248.0, 83492.0, 83705.0, 83970.0, 84224.0, 84497.0, 84744.0, 84991.0, 85284.0, 85517.0, 85807.0, 86057.0, 86327.0, 86676.0, 86989.0, 87320.0, 87561.0, 87833.0, 88131.0, 88440.0, 88778.0, 89077.0, 89355.0, 89601.0, 89902.0, 90220.0, 90514.0, 90799.0, 91105.0, 91430.0, 91713.0, 92029.0, 92282.0, 92674.0, 93079.0, 93473.0, 93874.0, 94077.0, 94623.0, 95064.0, 95514.0, 96026.0, 96265.0, 97020.0, 97445.0, 97915.0, 98431.0, 98830.0, 99501.0, 100012.0, 100489.0, 100943.0, 101324.0, 101914.0, 102385.0, 102792.0, 103298.0, 103701.0, 104140.0, 104501.0, 104845.0, 105291.0, 105696.0, 106158.0, 106534.0, 106817.0, 107202.0, 107562.0, 107956.0, 108347.0, 108685.0, 109039.0, 109351.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 3538.0, 3567.0, 3614.0, 3641.0, 3659.0, 14115.0, 14237.0, 14406.0, 14505.0, 14584.0, 32868.0, 33132.0, 33475.0, 33698.0, 33881.0, 40218.0, 40492.0, 40778.0, 41004.0, 41232.0, 45479.0, 45685.0, 45908.0, 46126.0, 46340.0, 47441.0, 47645.0, 47846.0, 48012.0, 48188.0, 48898.0, 49083.0, 49299.0, 49501.0, 49635.0, 49803.0, 50007.0, 50202.0, 50383.0, 50510.0, 50722.0, 50965.0, 51129.0, 51300.0, 51471.0, 51667.0, 51855.0, 52046.0, 52216.0, 52307.0, 52457.0, 52625.0, 52786.0, 52952.0, 53054.0, 53172.0, 53285.0, 53421.0, 53557.0, 53667.0, 53793.0, 53921.0, 54046.0, 54152.0, 54256.0, 54381.0, 54530.0, 54682.0, 54806.0, 54898.0, 55001.0, 55128.0, 55266.0, 55393.0, 55496.0, 55600.0, 55735.0, 55843.0, 55950.0, 56077.0, 56188.0, 56330.0, 56455.0, 56586.0, 56710.0, 56839.0, 56974.0, 57115.0, 57272.0, 57417.0, 57579.0, 57707.0, 57852.0, 58005.0, 58142.0, 58324.0, 58469.0, 58632.0, 58749.0, 58911.0, 59074.0, 59215.0, 59391.0, 59526.0, 59713.0, 59858.0, 60011.0, 60191.0, 60341.0, 60561.0, 60731.0, 60922.0, 61098.0, 61272.0, 61471.0, 61630.0, 61858.0, 62063.0, 62237.0, 62405.0, 62580.0, 62806.0, 63016.0, 63250.0, 63470.0, 63707.0, 63947.0, 64192.0, 64417.0, 64714.0, 65046.0, 65390.0, 65735.0, 65906.0, 66379.0, 66767.0, 67176.0, 67643.0, 67868.0, 68571.0, 68985.0, 69419.0, 69920.0, 70307.0, 70951.0, 71460.0, 71932.0, 72366.0, 72763.0, 73308.0, 73747.0, 74219.0, 74721.0, 75129.0, 75550.0, 75858.0, 76239.0, 76694.0, 77135.0, 77560.0, 77882.0, 78205.0, 78586.0, 78952.0, 79333.0, 79664.0, 80007.0, 80309.0, 80616.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 5747.0, 5783.0, 5823.0, 5854.0, 5871.0, 22841.0, 22990.0, 23144.0, 23265.0, 23345.0, 53004.0, 53326.0, 53646.0, 53922.0, 54120.0, 64320.0, 64651.0, 64944.0, 65242.0, 65497.0, 72296.0, 72524.0, 72738.0, 73006.0, 73234.0, 74882.0, 75109.0, 75310.0, 75494.0, 75658.0, 76715.0, 76923.0, 77099.0, 77288.0, 77427.0, 77592.0, 77790.0, 77946.0, 78104.0, 78210.0, 78413.0, 78651.0, 78790.0, 78939.0, 79078.0, 79262.0, 79457.0, 79637.0, 79814.0, 79909.0, 80056.0, 80235.0, 80385.0, 80570.0, 80678.0, 80816.0, 80954.0, 81082.0, 81276.0, 81420.0, 81602.0, 81794.0, 81941.0, 82141.0, 82316.0, 82547.0, 82809.0, 83023.0, 83256.0, 83494.0, 83696.0, 83943.0, 84165.0, 84402.0, 84661.0, 84872.0, 85097.0, 85289.0, 85474.0, 85749.0, 85946.0, 86164.0, 86384.0, 86595.0, 86829.0, 87044.0, 87237.0, 87442.0, 87685.0, 87924.0, 88181.0, 88377.0, 88585.0, 88827.0, 89032.0, 89311.0, 89545.0, 89769.0, 89973.0, 90167.0, 90447.0, 90666.0, 90907.0, 91153.0, 91371.0, 91624.0, 91849.0, 92104.0, 92376.0, 92628.0, 92952.0, 93227.0, 93469.0, 93781.0, 94027.0, 94360.0, 94670.0, 94991.0, 95344.0, 95583.0, 95934.0, 96243.0, 96563.0, 96914.0, 97280.0, 97669.0, 97972.0, 98335.0, 98627.0, 99129.0, 99614.0, 100050.0, 100530.0, 100750.0, 101422.0, 101901.0, 102382.0, 102970.0, 103235.0, 104093.0, 104537.0, 105038.0, 105650.0, 106097.0, 106797.0, 107361.0, 107913.0, 108434.0, 108870.0, 109424.0, 109934.0, 110415.0, 110990.0, 111490.0, 111943.0, 112351.0, 112766.0, 113237.0, 113729.0, 114211.0, 114632.0, 114986.0, 115418.0, 115866.0, 116309.0, 116744.0, 117168.0, 117608.0, 117986.0]"
