country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/4/2021,-40,-2,-30,-46,-34,17
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/5/2021,-35,8,23,-38,-31,15
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/6/2021,-31,1,68,-33,-8,10
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/7/2021,-40,-1,88,-43,-2,6
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/8/2021,-25,4,49,-44,-35,14
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/9/2021,-32,2,11,-47,-36,15
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/10/2021,-29,2,15,-45,-34,14
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/11/2021,-37,1,-16,-44,-34,17
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/12/2021,-39,7,-1,-40,-32,16
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/13/2021,-37,-2,-13,-40,-9,12
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/14/2021,-45,-6,28,-49,-3,8
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/15/2021,-31,-1,11,-46,-35,15
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/16/2021,-35,0,-7,-47,-36,16
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/17/2021,-32,1,17,-45,-33,14
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/18/2021,-36,3,-8,-43,-33,16
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/19/2021,-36,8,36,-37,-31,15
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/20/2021,-34,-1,81,-30,-6,10
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/21/2021,-40,-2,51,-46,-2,7
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/22/2021,-30,1,30,-45,-35,15
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/23/2021,-27,7,75,-43,-36,15
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/24/2021,-19,8,99,-41,-34,13
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/25/2021,-23,11,18,-40,-34,16
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/26/2021,-27,12,31,-36,-32,15
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/27/2021,-50,-6,37,-39,-10,12
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/28/2021,-44,-10,113,-40,-2,7
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/29/2021,-35,-4,167,-57,-48,17
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/30/2021,-29,10,206,-46,-47,16
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,3/31/2021,-30,6,183,-44,-46,13
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,4/1/2021,-32,13,97,-46,-47,17
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,4/2/2021,-39,16,37,-47,-47,18
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,4/3/2021,-42,6,53,-37,-12,10
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,4/4/2021,-48,-14,66,-49,-7,6
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,4/5/2021,-72,-69,22,-73,-85,28
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,4/6/2021,-38,13,-11,-59,-58,21
BE,Belgium,Flanders,Flemish Brabant,,BE-VBR,,ChIJ7diwvtdgwUcRYrEzvCLYu-M,4/7/2021,-41,0,2,-57,-54,18
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/1/2021,-81,-88,28,-64,-82,28
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/2/2021,-54,-11,27,-23,-26,14
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/3/2021,-58,-11,7,-25,-14,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/4/2021,-34,2,-10,-27,-20,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/5/2021,-35,5,1,-28,-21,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/6/2021,-34,0,2,-27,-19,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/7/2021,-42,-3,-25,-33,-21,14
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/8/2021,-44,1,-19,-33,-20,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/9/2021,-44,-1,0,-31,-15,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/10/2021,-52,-10,27,-20,-10,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/11/2021,-36,-4,1,-28,-18,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/12/2021,-37,0,-4,-32,-20,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/13/2021,-38,-3,17,-27,-19,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/14/2021,-44,-4,-8,-32,-22,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/15/2021,-45,-2,-2,-35,-22,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/16/2021,-48,-7,8,-36,-17,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/17/2021,-58,-18,-2,-33,-13,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/18/2021,-39,-9,13,-31,-21,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/19/2021,-42,-7,-18,-37,-23,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/20/2021,-39,-4,21,-28,-20,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/21/2021,-44,-4,-5,-34,-22,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/22/2021,-44,0,16,-32,-23,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/23/2021,-44,-3,25,-30,-14,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/24/2021,-56,-15,21,-26,-12,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/25/2021,-37,-7,16,-32,-23,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/26/2021,-37,0,24,-32,-23,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/27/2021,-43,-6,-12,-35,-23,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/28/2021,-46,-4,-31,-39,-25,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/29/2021,-44,3,-11,-36,-25,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/30/2021,-48,-4,-32,-41,-17,14
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,1/31/2021,-52,-13,33,-20,-12,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/1/2021,-38,-5,5,-31,-23,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/2/2021,-37,1,1,-33,-23,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/3/2021,-40,-4,-8,-33,-22,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/4/2021,-39,1,37,-27,-22,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/5/2021,-40,7,26,-28,-22,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/6/2021,-43,3,-11,-33,-14,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/7/2021,-63,-18,-20,-41,-18,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/8/2021,-40,-10,-3,-41,-33,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/9/2021,-38,0,22,-40,-33,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/10/2021,-39,-1,9,-40,-30,14
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/11/2021,-39,5,20,-40,-32,16
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/12/2021,-42,6,20,-42,-33,16
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/13/2021,-37,5,58,-33,-16,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/14/2021,-43,-3,73,-16,-10,8
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/15/2021,-32,-7,10,-42,-38,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/16/2021,-25,6,71,-37,-36,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/17/2021,-31,-2,58,-33,-32,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/18/2021,-34,1,23,-41,-36,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/19/2021,-34,7,79,-34,-36,14
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/20/2021,-35,3,118,-10,-14,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/21/2021,-34,9,137,13,-6,4
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/22/2021,-28,0,61,-23,-17,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/23/2021,-26,7,78,-21,-18,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/24/2021,-24,3,113,-13,-16,8
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/25/2021,-30,8,54,-23,-19,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/26/2021,-33,11,45,-25,-18,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/27/2021,-34,7,59,-23,-12,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,2/28/2021,-40,4,90,2,-4,6
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/1/2021,-27,2,61,-23,-17,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/2/2021,-25,7,93,-21,-18,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/3/2021,-24,3,88,-16,-15,8
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/4/2021,-38,4,-10,-32,-19,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/5/2021,-34,11,44,-26,-19,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/6/2021,-33,8,61,-25,-10,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/7/2021,-41,4,65,-10,-4,7
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/8/2021,-27,5,60,-22,-17,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/9/2021,-31,5,19,-28,-18,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/10/2021,-29,5,34,-23,-16,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/11/2021,-37,2,-2,-28,-19,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/12/2021,-38,9,13,-29,-19,13
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/13/2021,-40,5,-14,-39,-12,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/14/2021,-49,-1,0,-27,-5,8
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/15/2021,-31,1,28,-26,-17,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/16/2021,-32,4,11,-30,-18,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/17/2021,-32,3,16,-26,-16,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/18/2021,-35,6,19,-25,-17,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/19/2021,-34,10,60,-23,-17,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/20/2021,-35,6,81,-21,-9,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/21/2021,-46,3,37,-18,-3,8
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/22/2021,-30,3,53,-24,-16,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/23/2021,-24,11,82,-21,-18,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/24/2021,-16,11,92,-17,-16,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/25/2021,-22,15,37,-24,-18,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/26/2021,-24,17,63,-22,-19,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/27/2021,-52,-1,31,-36,-13,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/28/2021,-49,-8,74,-12,-8,7
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/29/2021,-29,-1,156,-35,-30,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/30/2021,-24,10,191,-22,-28,11
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,3/31/2021,-27,5,164,-23,-29,9
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,4/1/2021,-29,13,120,-31,-32,12
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,4/2/2021,-37,20,86,-38,-33,15
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,4/3/2021,-41,18,91,-26,-14,10
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,4/4/2021,-52,-19,59,-20,-10,6
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,4/5/2021,-63,-68,78,-59,-80,26
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,4/6/2021,-36,17,52,-48,-43,17
BE,Belgium,Flanders,Limburg,,BE-VLI,,ChIJfZxmPSmTwEcRi9wBzMI5EzY,4/7/2021,-41,1,42,-48,-39,16
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/1/2021,-74,-78,39,-55,-83,29
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/2/2021,-48,-1,-5,-23,-21,14
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/3/2021,-52,-5,-14,-28,-13,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/4/2021,-33,9,-37,-34,-22,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/5/2021,-33,9,-17,-28,-20,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/6/2021,-33,4,-17,-26,-20,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/7/2021,-42,1,-39,-31,-20,14
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/8/2021,-45,7,-27,-28,-18,14
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/9/2021,-41,4,-20,-24,-7,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/10/2021,-48,-6,-2,-23,-10,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/11/2021,-35,2,-25,-28,-21,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/12/2021,-36,3,-20,-28,-20,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/13/2021,-40,-3,-34,-29,-20,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/14/2021,-52,-9,-49,-37,-23,14
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/15/2021,-47,6,-27,-27,-21,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/16/2021,-57,-12,-43,-41,-16,14
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/17/2021,-54,-9,-24,-32,-15,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/18/2021,-37,-1,-17,-28,-24,10
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/19/2021,-41,-2,-32,-31,-23,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/20/2021,-39,-1,-21,-28,-22,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/21/2021,-46,-1,-32,-31,-22,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/22/2021,-45,7,-12,-23,-21,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/23/2021,-45,2,-36,-28,-10,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/24/2021,-52,-7,-19,-28,-14,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/25/2021,-35,1,-6,-29,-26,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/26/2021,-35,4,-3,-24,-23,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/27/2021,-38,0,-17,-24,-23,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/28/2021,-42,6,-29,-28,-23,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/29/2021,-44,11,-21,-23,-23,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/30/2021,-48,0,-63,-39,-14,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,1/31/2021,-49,-6,-9,-13,-15,9
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/1/2021,-36,1,-19,-27,-25,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/2/2021,-35,6,-18,-26,-23,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/3/2021,-40,-3,-36,-30,-24,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/4/2021,-38,9,-3,-20,-22,12
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/5/2021,-43,13,-12,-22,-21,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/6/2021,-41,9,-33,-25,-10,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/7/2021,-62,-19,-43,-37,-19,11
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/8/2021,-44,-8,-34,-41,-35,15
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/9/2021,-38,4,-16,-36,-32,15
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/10/2021,-37,4,-12,-35,-31,13
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/11/2021,-40,11,-13,-35,-30,15
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/12/2021,-44,12,-19,-32,-30,16
BE,Belgium,Flanders,West Flanders,,BE-VWV,,ChIJVXM8b7e03EcRoIBML6uZAAI,2/13/2021,-34,14,-8,-19,-11,11
