country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Wallonia,Walloon Brabant,11/21/2020,-51.0,-10.0,97.0,-37,-23.0,14
BE,Belgium,Wallonia,Walloon Brabant,11/22/2020,-52.0,-13.0,34.0,-30,-20.0,9
BE,Belgium,Wallonia,Walloon Brabant,11/23/2020,-42.0,-10.0,68.0,-35,-38.0,16
BE,Belgium,Wallonia,Walloon Brabant,11/24/2020,-40.0,-5.0,76.0,-34,-37.0,17
BE,Belgium,Wallonia,Walloon Brabant,11/25/2020,-40.0,-11.0,75.0,-33,-36.0,16
BE,Belgium,Wallonia,Walloon Brabant,11/26/2020,-42.0,-9.0,62.0,-33,-38.0,17
BE,Belgium,Wallonia,Walloon Brabant,11/27/2020,-43.0,-5.0,50.0,-29,-38.0,18
BE,Belgium,Wallonia,Walloon Brabant,11/28/2020,-47.0,-10.0,149.0,-30,-21.0,12
BE,Belgium,Wallonia,Walloon Brabant,11/29/2020,-47.0,-13.0,57.0,-26,-19.0,8
BE,Belgium,Wallonia,Walloon Brabant,11/30/2020,-42.0,-13.0,37.0,-36,-38.0,17
BE,Belgium,Wallonia,Walloon Brabant,12/1/2020,-25.0,-1.0,33.0,-31,-35.0,16
BE,Belgium,Wallonia,Walloon Brabant,12/2/2020,-24.0,2.0,28.0,-30,-33.0,14
BE,Belgium,Wallonia,Walloon Brabant,12/3/2020,-27.0,0.0,12.0,-31,-36.0,17
BE,Belgium,Wallonia,Walloon Brabant,12/4/2020,-28.0,6.0,29.0,-25,-35.0,17
BE,Belgium,Wallonia,Walloon Brabant,12/5/2020,-31.0,-1.0,45.0,-29,-16.0,12
BE,Belgium,Wallonia,Walloon Brabant,12/6/2020,-35.0,-9.0,31.0,-28,-14.0,7
BE,Belgium,Wallonia,Walloon Brabant,12/7/2020,-24.0,-6.0,38.0,-33,-37.0,15
BE,Belgium,Wallonia,Walloon Brabant,12/8/2020,-25.0,-1.0,58.0,-31,-34.0,16
BE,Belgium,Wallonia,Walloon Brabant,12/9/2020,-26.0,-5.0,32.0,-33,-34.0,15
BE,Belgium,Wallonia,Walloon Brabant,12/10/2020,-29.0,-3.0,46.0,-32,-36.0,16
BE,Belgium,Wallonia,Walloon Brabant,12/11/2020,-34.0,-2.0,9.0,-30,-37.0,18
BE,Belgium,Wallonia,Walloon Brabant,12/12/2020,-33.0,-4.0,16.0,-32,-16.0,12
BE,Belgium,Wallonia,Walloon Brabant,12/13/2020,-25.0,-5.0,55.0,-15,-15.0,7
BE,Belgium,Wallonia,Walloon Brabant,12/14/2020,-23.0,-3.0,35.0,-34,-38.0,15
BE,Belgium,Wallonia,Walloon Brabant,12/15/2020,-23.0,2.0,32.0,-34,-36.0,16
BE,Belgium,Wallonia,Walloon Brabant,12/16/2020,-21.0,0.0,45.0,-29,-35.0,14
BE,Belgium,Wallonia,Walloon Brabant,12/17/2020,-21.0,5.0,42.0,-31,-37.0,16
BE,Belgium,Wallonia,Walloon Brabant,12/18/2020,-25.0,6.0,60.0,-26,-37.0,17
BE,Belgium,Wallonia,Walloon Brabant,12/19/2020,-32.0,-4.0,16.0,-28,-15.0,12
BE,Belgium,Wallonia,Walloon Brabant,12/20/2020,-10.0,13.0,52.0,-8,-7.0,6
BE,Belgium,Wallonia,Walloon Brabant,12/21/2020,-9.0,10.0,11.0,-48,-59.0,19
BE,Belgium,Wallonia,Walloon Brabant,12/22/2020,-7.0,26.0,40.0,-45,-58.0,19
BE,Belgium,Wallonia,Walloon Brabant,12/23/2020,-12.0,33.0,3.0,-46,-57.0,17
BE,Belgium,Wallonia,Walloon Brabant,12/24/2020,-21.0,20.0,2.0,-57,-69.0,21
BE,Belgium,Wallonia,Walloon Brabant,12/25/2020,-83.0,-84.0,67.0,-75,-87.0,29
BE,Belgium,Wallonia,Walloon Brabant,12/26/2020,-47.0,-16.0,31.0,-42,-28.0,13
BE,Belgium,Wallonia,Walloon Brabant,12/27/2020,-60.0,-30.0,-54.0,-45,-26.0,10
BE,Belgium,Wallonia,Walloon Brabant,12/28/2020,-19.0,8.0,58.0,-52,-67.0,21
BE,Belgium,Wallonia,Walloon Brabant,12/30/2020,-24.0,24.0,61.0,-51,-64.0,18
BE,Belgium,Wallonia,Walloon Brabant,12/31/2020,-30.0,26.0,17.0,-56,-70.0,23
country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,Brussels,Brussels,1/1/2021,-85,-78,-12.0,-77,-84,28
BE,Belgium,Brussels,Brussels,1/2/2021,-61,-32,-9.0,-47,-27,12
BE,Belgium,Brussels,Brussels,1/3/2021,-68,-34,-15.0,-50,-21,8
BE,Belgium,Brussels,Brussels,1/4/2021,-51,-15,-32.0,-51,-50,17
BE,Belgium,Brussels,Brussels,1/5/2021,-53,-13,-26.0,-53,-48,17
BE,Belgium,Brussels,Brussels,1/6/2021,-52,-12,-26.0,-51,-47,16
BE,Belgium,Brussels,Brussels,1/7/2021,-57,-20,-34.0,-53,-47,18
BE,Belgium,Brussels,Brussels,1/8/2021,-56,-17,-35.0,-49,-46,19
BE,Belgium,Brussels,Brussels,1/9/2021,-53,-20,1.0,-39,-21,11
BE,Belgium,Brussels,Brussels,1/10/2021,-56,-25,14.0,-42,-21,7
BE,Belgium,Brussels,Brussels,1/11/2021,-53,-19,-25.0,-49,-48,17
BE,Belgium,Brussels,Brussels,1/12/2021,-55,-16,-25.0,-51,-46,17
BE,Belgium,Brussels,Brussels,1/13/2021,-55,-15,-20.0,-49,-45,15
BE,Belgium,Brussels,Brussels,1/14/2021,-61,-22,-41.0,-54,-48,17
BE,Belgium,Brussels,Brussels,1/15/2021,-58,-19,-29.0,-48,-46,16
BE,Belgium,Brussels,Brussels,1/16/2021,-58,-25,-7.0,-43,-25,10
BE,Belgium,Brussels,Brussels,1/17/2021,-64,-28,-1.0,-47,-28,7
BE,Belgium,Brussels,Brussels,1/18/2021,-53,-21,-17.0,-49,-48,15
BE,Belgium,Brussels,Brussels,1/19/2021,-58,-21,-29.0,-52,-46,16
BE,Belgium,Brussels,Brussels,1/20/2021,-55,-15,-10.0,-49,-45,14
BE,Belgium,Brussels,Brussels,1/21/2021,-59,-19,-29.0,-52,-46,16
BE,Belgium,Brussels,Brussels,1/22/2021,-55,-15,-4.0,-45,-44,16
BE,Belgium,Brussels,Brussels,1/23/2021,-53,-19,1.0,-37,-23,9
BE,Belgium,Brussels,Brussels,1/24/2021,-62,-23,12.0,-43,-27,7
BE,Belgium,Brussels,Brussels,1/25/2021,-53,-19,-7.0,-48,-48,15
BE,Belgium,Brussels,Brussels,1/26/2021,-54,-16,-1.0,-49,-45,15
BE,Belgium,Brussels,Brussels,1/27/2021,-56,-16,-23.0,-49,-45,15
BE,Belgium,Brussels,Brussels,1/28/2021,-58,-17,-33.0,-50,-46,16
BE,Belgium,Brussels,Brussels,1/29/2021,-54,-12,-22.0,-44,-45,16
BE,Belgium,Brussels,Brussels,1/30/2021,-55,-19,-34.0,-40,-24,11
BE,Belgium,Brussels,Brussels,1/31/2021,-58,-21,1.0,-39,-26,7
BE,Belgium,Brussels,Brussels,2/1/2021,-51,-16,-18.0,-46,-47,15
BE,Belgium,Brussels,Brussels,2/2/2021,-53,-9,-16.0,-48,-45,15
BE,Belgium,Brussels,Brussels,2/3/2021,-55,-14,-21.0,-48,-45,15
BE,Belgium,Brussels,Brussels,2/4/2021,-54,-10,-4.0,-47,-45,15
BE,Belgium,Brussels,Brussels,2/5/2021,-53,-8,-2.0,-43,-43,16
BE,Belgium,Brussels,Brussels,2/6/2021,-53,-14,-13.0,-36,-22,10
BE,Belgium,Brussels,Brussels,2/7/2021,-64,-25,12.0,-45,-29,8
BE,Belgium,Brussels,Brussels,2/8/2021,-56,-20,-5.0,-46,-51,17
BE,Belgium,Brussels,Brussels,2/9/2021,-53,-10,12.0,-48,-47,17
BE,Belgium,Brussels,Brussels,2/10/2021,-55,-10,-16.0,-49,-46,16
BE,Belgium,Brussels,Brussels,2/11/2021,-55,-8,-11.0,-49,-46,17
BE,Belgium,Brussels,Brussels,2/12/2021,-54,-9,-16.0,-45,-45,18
BE,Belgium,Brussels,Brussels,2/13/2021,-48,-11,23.0,-32,-24,9
BE,Belgium,Brussels,Brussels,2/14/2021,-54,-13,37.0,-36,-24,6
BE,Belgium,Brussels,Brussels,2/15/2021,-49,-18,-22.0,-50,-57,17
BE,Belgium,Brussels,Brussels,2/16/2021,-46,-8,24.0,-49,-54,16
BE,Belgium,Brussels,Brussels,2/17/2021,-49,-8,18.0,-46,-52,15
BE,Belgium,Brussels,Brussels,2/18/2021,-54,-15,-21.0,-51,-53,18
BE,Belgium,Brussels,Brussels,2/19/2021,-50,-6,22.0,-44,-53,17
BE,Belgium,Brussels,Brussels,2/20/2021,-47,-11,109.0,-24,-20,6
BE,Belgium,Brussels,Brussels,2/21/2021,-50,-2,153.0,-24,-20,2
BE,Belgium,Brussels,Brussels,2/22/2021,-49,-10,24.0,-43,-45,14
BE,Belgium,Brussels,Brussels,2/23/2021,-48,-3,60.0,-43,-41,13
BE,Belgium,Brussels,Brussels,2/24/2021,-46,1,116.0,-37,-40,12
BE,Belgium,Brussels,Brussels,2/25/2021,-51,-5,18.0,-43,-41,14
BE,Belgium,Brussels,Brussels,2/26/2021,-48,1,33.0,-36,-40,14
BE,Belgium,Brussels,Brussels,2/27/2021,-48,-8,34.0,-28,-19,8
BE,Belgium,Brussels,Brussels,2/28/2021,-51,-2,109.0,-25,-20,4
BE,Belgium,Brussels,Brussels,3/1/2021,-46,-5,30.0,-41,-44,13
BE,Belgium,Brussels,Brussels,3/2/2021,-45,0,72.0,-41,-41,13
BE,Belgium,Brussels,Brussels,3/3/2021,-45,2,68.0,-39,-41,12
BE,Belgium,Brussels,Brussels,3/4/2021,-56,-11,-32.0,-46,-43,16
BE,Belgium,Brussels,Brussels,3/5/2021,-48,1,19.0,-38,-40,14
BE,Belgium,Brussels,Brussels,3/6/2021,-45,-6,58.0,-24,-18,7
BE,Belgium,Brussels,Brussels,3/7/2021,-52,-5,54.0,-30,-21,5
BE,Belgium,Brussels,Brussels,3/8/2021,-45,-5,31.0,-40,-44,14
BE,Belgium,Brussels,Brussels,3/9/2021,-52,-7,-10.0,-46,-42,15
BE,Belgium,Brussels,Brussels,3/10/2021,-50,-2,-2.0,-43,-41,14
BE,Belgium,Brussels,Brussels,3/11/2021,-54,-7,-16.0,-45,-42,16
BE,Belgium,Brussels,Brussels,3/12/2021,-52,-3,-14.0,-40,-41,16
BE,Belgium,Brussels,Brussels,3/13/2021,-50,-8,-8.0,-32,-20,9
BE,Belgium,Brussels,Brussels,3/14/2021,-56,-12,12.0,-35,-23,7
BE,Belgium,Brussels,Brussels,3/15/2021,-51,-10,-3.0,-43,-44,15
BE,Belgium,Brussels,Brussels,3/16/2021,-53,-8,-20.0,-45,-42,15
BE,Belgium,Brussels,Brussels,3/17/2021,-52,-2,-1.0,-43,-40,14
BE,Belgium,Brussels,Brussels,3/18/2021,-55,-7,-15.0,-44,-41,16
BE,Belgium,Brussels,Brussels,3/19/2021,-49,0,30.0,-37,-40,15
BE,Belgium,Brussels,Brussels,3/20/2021,-47,-8,78.0,-24,-15,7
BE,Belgium,Brussels,Brussels,3/21/2021,-56,-8,20.0,-34,-21,7
BE,Belgium,Brussels,Brussels,3/22/2021,-50,-9,11.0,-41,-44,15
BE,Belgium,Brussels,Brussels,3/23/2021,-48,-2,52.0,-42,-41,13
BE,Belgium,Brussels,Brussels,3/24/2021,-44,3,72.0,-38,-40,12
BE,Belgium,Brussels,Brussels,3/25/2021,-46,-1,9.0,-41,-42,14
BE,Belgium,Brussels,Brussels,3/26/2021,-42,2,20.0,-34,-41,14
BE,Belgium,Brussels,Brussels,3/27/2021,-60,-10,40.0,-34,-18,10
BE,Belgium,Brussels,Brussels,3/28/2021,-57,-14,74.0,-31,-20,5
BE,Belgium,Brussels,Brussels,3/29/2021,-55,-20,133.0,-57,-57,16
BE,Belgium,Brussels,Brussels,3/30/2021,-50,3,170.0,-44,-50,13
BE,Belgium,Brussels,Brussels,3/31/2021,-51,4,156.0,-41,-50,11
BE,Belgium,Brussels,Brussels,4/1/2021,-52,3,100.0,-46,-52,14
BE,Belgium,Brussels,Brussels,4/2/2021,-55,4,28.0,-46,-52,16
BE,Belgium,Brussels,Brussels,4/3/2021,-58,-5,28.0,-33,-22,8
BE,Belgium,Brussels,Brussels,4/4/2021,-59,-15,36.0,-36,-19,4
BE,Belgium,Brussels,Brussels,4/5/2021,-74,-57,-13.0,-70,-83,25
BE,Belgium,Brussels,Brussels,4/6/2021,-57,-2,-26.0,-55,-57,18
BE,Belgium,Brussels,Brussels,4/7/2021,-56,-2,-7.0,-51,-55,17
BE,Belgium,Flanders,Antwerp,1/1/2021,-81,-80,23.0,-73,-84,29
BE,Belgium,Flanders,Antwerp,1/2/2021,-57,-12,10.0,-47,-22,14
BE,Belgium,Flanders,Antwerp,1/3/2021,-58,-12,4.0,-44,-12,10
BE,Belgium,Flanders,Antwerp,1/4/2021,-41,-1,-28.0,-44,-28,14
BE,Belgium,Flanders,Antwerp,1/5/2021,-41,0,-8.0,-40,-28,14
BE,Belgium,Flanders,Antwerp,1/6/2021,-38,-1,-10.0,-40,-25,13
BE,Belgium,Flanders,Antwerp,1/7/2021,-47,-6,-21.0,-44,-27,15
BE,Belgium,Flanders,Antwerp,1/8/2021,-49,-2,-17.0,-42,-24,16
BE,Belgium,Flanders,Antwerp,1/9/2021,-45,-2,22.0,-38,-9,12
BE,Belgium,Flanders,Antwerp,1/10/2021,-50,-9,33.0,-34,-9,9
BE,Belgium,Flanders,Antwerp,1/11/2021,-33,-8,-15.0,-40,-27,13
BE,Belgium,Flanders,Antwerp,1/12/2021,-43,-5,-7.0,-38,-27,13
BE,Belgium,Flanders,Antwerp,1/13/2021,-41,-4,1.0,-39,-26,12
BE,Belgium,Flanders,Antwerp,1/14/2021,-50,-7,-17.0,-42,-28,14
BE,Belgium,Flanders,Antwerp,1/15/2021,-51,-4,-8.0,-39,-27,14
BE,Belgium,Flanders,Antwerp,1/16/2021,-54,-11,2.0,-44,-15,13
BE,Belgium,Flanders,Antwerp,1/17/2021,-58,-15,6.0,-43,-13,9
BE,Belgium,Flanders,Antwerp,1/18/2021,-44,-9,-6.0,-40,-29,12
BE,Belgium,Flanders,Antwerp,1/19/2021,-48,-11,-18.0,-41,-30,14
BE,Belgium,Flanders,Antwerp,1/20/2021,-44,-4,5.0,-37,-27,12
BE,Belgium,Flanders,Antwerp,1/21/2021,-50,-8,-6.0,-41,-29,14
BE,Belgium,Flanders,Antwerp,1/22/2021,-49,-1,12.0,-36,-26,14
BE,Belgium,Flanders,Antwerp,1/23/2021,-51,-6,-3.0,-39,-11,12
BE,Belgium,Flanders,Antwerp,1/24/2021,-56,-11,27.0,-39,-12,9
BE,Belgium,Flanders,Antwerp,1/25/2021,-42,-7,6.0,-39,-31,12
BE,Belgium,Flanders,Antwerp,1/26/2021,-42,-4,18.0,-35,-29,12
BE,Belgium,Flanders,Antwerp,1/27/2021,-46,-7,-12.0,-38,-28,13
BE,Belgium,Flanders,Antwerp,1/28/2021,-51,-7,-27.0,-42,-29,15
BE,Belgium,Flanders,Antwerp,1/29/2021,-48,3,-2.0,-37,-29,15
BE,Belgium,Flanders,Antwerp,1/30/2021,-52,-7,-27.0,-42,-13,13
BE,Belgium,Flanders,Antwerp,1/31/2021,-53,-11,38.0,-33,-13,8
BE,Belgium,Flanders,Antwerp,2/1/2021,-43,-7,-9.0,-41,-30,12
BE,Belgium,Flanders,Antwerp,2/2/2021,-44,-4,-9.0,-38,-29,13
BE,Belgium,Flanders,Antwerp,2/3/2021,-47,-9,-28.0,-43,-28,13
BE,Belgium,Flanders,Antwerp,2/4/2021,-43,2,18.0,-38,-27,13
BE,Belgium,Flanders,Antwerp,2/5/2021,-45,6,22.0,-35,-25,13
BE,Belgium,Flanders,Antwerp,2/6/2021,-47,1,-6.0,-41,-9,11
BE,Belgium,Flanders,Antwerp,2/7/2021,-60,-19,26.0,-39,-20,11
BE,Belgium,Flanders,Antwerp,2/8/2021,-47,-12,-10.0,-45,-42,16
BE,Belgium,Flanders,Antwerp,2/9/2021,-44,-2,21.0,-40,-39,17
BE,Belgium,Flanders,Antwerp,2/10/2021,-45,-2,6.0,-43,-36,15
BE,Belgium,Flanders,Antwerp,2/11/2021,-46,1,15.0,-44,-38,17
BE,Belgium,Flanders,Antwerp,2/12/2021,-48,3,14.0,-43,-36,17
BE,Belgium,Flanders,Antwerp,2/13/2021,-44,1,41.0,-38,-12,11
BE,Belgium,Flanders,Antwerp,2/14/2021,-46,-4,53.0,-28,-6,8
BE,Belgium,Flanders,Antwerp,2/15/2021,-38,-8,-13.0,-47,-44,15
BE,Belgium,Flanders,Antwerp,2/16/2021,-31,3,33.0,-38,-42,14
BE,Belgium,Flanders,Antwerp,2/17/2021,-33,-1,40.0,-37,-38,12
BE,Belgium,Flanders,Antwerp,2/18/2021,-40,-2,4.0,-43,-41,16
BE,Belgium,Flanders,Antwerp,2/19/2021,-39,8,51.0,-36,-40,15
BE,Belgium,Flanders,Antwerp,2/20/2021,-41,1,92.0,-25,-7,8
BE,Belgium,Flanders,Antwerp,2/21/2021,-40,12,118.0,-7,-2,4
BE,Belgium,Flanders,Antwerp,2/22/2021,-35,0,30.0,-34,-25,11
BE,Belgium,Flanders,Antwerp,2/23/2021,-32,5,59.0,-28,-24,11
BE,Belgium,Flanders,Antwerp,2/24/2021,-28,5,89.0,-26,-22,9
BE,Belgium,Flanders,Antwerp,2/25/2021,-39,4,25.0,-34,-24,12
BE,Belgium,Flanders,Antwerp,2/26/2021,-40,11,39.0,-30,-22,12
BE,Belgium,Flanders,Antwerp,2/27/2021,-41,4,30.0,-34,-5,10
BE,Belgium,Flanders,Antwerp,2/28/2021,-42,7,78.0,-15,-1,6
BE,Belgium,Flanders,Antwerp,3/1/2021,-34,2,24.0,-34,-24,11
BE,Belgium,Flanders,Antwerp,3/2/2021,-31,6,63.0,-28,-23,10
BE,Belgium,Flanders,Antwerp,3/3/2021,-29,6,59.0,-30,-23,10
BE,Belgium,Flanders,Antwerp,3/4/2021,-43,2,-13.0,-39,-24,14
BE,Belgium,Flanders,Antwerp,3/5/2021,-40,12,34.0,-30,-21,12
BE,Belgium,Flanders,Antwerp,3/6/2021,-38,6,49.0,-33,-4,10
BE,Belgium,Flanders,Antwerp,3/7/2021,-42,9,54.0,-21,-1,7
BE,Belgium,Flanders,Antwerp,3/8/2021,-31,5,31.0,-34,-25,11
BE,Belgium,Flanders,Antwerp,3/9/2021,-37,3,8.0,-33,-25,12
BE,Belgium,Flanders,Antwerp,3/10/2021,-34,5,15.0,-35,-23,11
BE,Belgium,Flanders,Antwerp,3/11/2021,-43,1,-11.0,-37,-24,14
BE,Belgium,Flanders,Antwerp,3/12/2021,-45,8,0.0,-34,-22,14
BE,Belgium,Flanders,Antwerp,3/13/2021,-45,3,-23.0,-44,-7,12
BE,Belgium,Flanders,Antwerp,3/14/2021,-50,1,7.0,-30,-3,8
BE,Belgium,Flanders,Antwerp,3/15/2021,-37,1,3.0,-36,-25,12
BE,Belgium,Flanders,Antwerp,3/16/2021,-39,1,-3.0,-35,-24,12
BE,Belgium,Flanders,Antwerp,3/17/2021,-35,6,12.0,-35,-22,11
BE,Belgium,Flanders,Antwerp,3/18/2021,-41,5,5.0,-35,-23,13
BE,Belgium,Flanders,Antwerp,3/19/2021,-39,12,46.0,-29,-21,12
BE,Belgium,Flanders,Antwerp,3/20/2021,-40,5,60.0,-29,-2,9
BE,Belgium,Flanders,Antwerp,3/21/2021,-48,5,26.0,-29,-2,8
BE,Belgium,Flanders,Antwerp,3/22/2021,-36,3,18.0,-37,-25,12
BE,Belgium,Flanders,Antwerp,3/23/2021,-31,7,55.0,-29,-24,11
BE,Belgium,Flanders,Antwerp,3/24/2021,-24,10,67.0,-29,-23,10
BE,Belgium,Flanders,Antwerp,3/25/2021,-30,11,28.0,-33,-25,13
BE,Belgium,Flanders,Antwerp,3/26/2021,-34,15,37.0,-28,-23,13
BE,Belgium,Flanders,Antwerp,3/27/2021,-55,-1,27.0,-44,-7,12
BE,Belgium,Flanders,Antwerp,3/28/2021,-51,-6,55.0,-26,-6,7
BE,Belgium,Flanders,Antwerp,3/29/2021,-36,-1,97.0,-48,-39,13
BE,Belgium,Flanders,Antwerp,3/30/2021,-31,7,149.0,-32,-36,12
BE,Belgium,Flanders,Antwerp,3/31/2021,-32,7,128.0,-31,-35,10
BE,Belgium,Flanders,Antwerp,4/1/2021,-37,12,86.0,-40,-37,14
BE,Belgium,Flanders,Antwerp,4/2/2021,-44,17,42.0,-42,-38,16
BE,Belgium,Flanders,Antwerp,4/3/2021,-48,11,40.0,-41,-10,10
BE,Belgium,Flanders,Antwerp,4/4/2021,-55,-10,20.0,-36,-9,7
BE,Belgium,Flanders,Antwerp,4/5/2021,-65,-62,13.0,-68,-82,26
BE,Belgium,Flanders,Antwerp,4/6/2021,-41,12,-13.0,-50,-48,17
BE,Belgium,Flanders,Antwerp,4/7/2021,-43,4,-3.0,-48,-45,16
BE,Belgium,Flanders,East Flanders,1/1/2021,-81,-84,-6.0,-70,-83,29
BE,Belgium,Flanders,East Flanders,1/2/2021,-54,-10,7.0,-38,-19,14
BE,Belgium,Flanders,East Flanders,1/3/2021,-55,-6,-6.0,-38,-12,10
BE,Belgium,Flanders,East Flanders,1/4/2021,-33,6,-23.0,-38,-28,14
BE,Belgium,Flanders,East Flanders,1/5/2021,-36,5,-14.0,-38,-28,14
BE,Belgium,Flanders,East Flanders,1/6/2021,-34,0,-15.0,-36,-26,13
BE,Belgium,Flanders,East Flanders,1/7/2021,-42,-4,-27.0,-37,-28,16
BE,Belgium,Flanders,East Flanders,1/8/2021,-44,4,-24.0,-34,-25,16
BE,Belgium,Flanders,East Flanders,1/9/2021,-41,2,14.0,-29,-6,12
BE,Belgium,Flanders,East Flanders,1/10/2021,-50,-5,20.0,-31,-7,9
BE,Belgium,Flanders,East Flanders,1/11/2021,-35,-2,-13.0,-35,-27,13
BE,Belgium,Flanders,East Flanders,1/12/2021,-38,1,-12.0,-36,-28,14
BE,Belgium,Flanders,East Flanders,1/13/2021,-39,-4,-12.0,-35,-27,12
BE,Belgium,Flanders,East Flanders,1/14/2021,-49,-9,-29.0,-39,-30,16
BE,Belgium,Flanders,East Flanders,1/15/2021,-46,4,-20.0,-35,-27,15
BE,Belgium,Flanders,East Flanders,1/16/2021,-51,-9,-5.0,-38,-12,14
BE,Belgium,Flanders,East Flanders,1/17/2021,-54,-10,-2.0,-34,-10,9
BE,Belgium,Flanders,East Flanders,1/18/2021,-38,-4,-8.0,-36,-29,12
BE,Belgium,Flanders,East Flanders,1/19/2021,-42,-4,-22.0,-39,-30,14
BE,Belgium,Flanders,East Flanders,1/20/2021,-40,-4,-6.0,-36,-27,12
BE,Belgium,Flanders,East Flanders,1/21/2021,-45,-5,-16.0,-36,-29,15
BE,Belgium,Flanders,East Flanders,1/22/2021,-45,4,-4.0,-32,-26,15
BE,Belgium,Flanders,East Flanders,1/23/2021,-45,-3,-16.0,-31,-7,12
BE,Belgium,Flanders,East Flanders,1/24/2021,-53,-8,5.0,-31,-9,9
BE,Belgium,Flanders,East Flanders,1/25/2021,-36,-3,5.0,-35,-30,13
BE,Belgium,Flanders,East Flanders,1/26/2021,-38,0,11.0,-34,-29,13
BE,Belgium,Flanders,East Flanders,1/27/2021,-40,-4,-11.0,-35,-28,13
BE,Belgium,Flanders,East Flanders,1/28/2021,-42,0,-16.0,-34,-30,15
BE,Belgium,Flanders,East Flanders,1/29/2021,-43,8,-10.0,-33,-28,15
BE,Belgium,Flanders,East Flanders,1/30/2021,-46,-2,-41.0,-35,-8,13
BE,Belgium,Flanders,East Flanders,1/31/2021,-50,-9,12.0,-20,-6,8
BE,Belgium,Flanders,East Flanders,2/1/2021,-38,-2,-9.0,-35,-29,12
BE,Belgium,Flanders,East Flanders,2/2/2021,-39,2,-13.0,-35,-29,13
BE,Belgium,Flanders,East Flanders,2/3/2021,-41,-7,-29.0,-37,-28,13
BE,Belgium,Flanders,East Flanders,2/4/2021,-41,2,10.0,-31,-28,13
BE,Belgium,Flanders,East Flanders,2/5/2021,-44,10,0.0,-31,-26,14
BE,Belgium,Flanders,East Flanders,2/6/2021,-42,5,-11.0,-28,-5,11
BE,Belgium,Flanders,East Flanders,2/7/2021,-57,-14,2.0,-30,-13,10
BE,Belgium,Flanders,East Flanders,2/8/2021,-44,-8,-11.0,-43,-41,17
BE,Belgium,Flanders,East Flanders,2/9/2021,-40,4,7.0,-44,-40,17
BE,Belgium,Flanders,East Flanders,2/10/2021,-38,2,-2.0,-41,-36,15
BE,Belgium,Flanders,East Flanders,2/11/2021,-41,5,3.0,-41,-38,17
BE,Belgium,Flanders,East Flanders,2/12/2021,-43,8,-14.0,-38,-36,18
BE,Belgium,Flanders,East Flanders,2/13/2021,-37,5,26.0,-28,-9,11
BE,Belgium,Flanders,East Flanders,2/14/2021,-40,1,36.0,-18,-3,7
BE,Belgium,Flanders,East Flanders,2/15/2021,-32,-1,-15.0,-43,-45,16
BE,Belgium,Flanders,East Flanders,2/16/2021,-28,7,20.0,-38,-43,15
BE,Belgium,Flanders,East Flanders,2/17/2021,-31,1,30.0,-34,-39,12
BE,Belgium,Flanders,East Flanders,2/18/2021,-36,5,-5.0,-38,-43,17
BE,Belgium,Flanders,East Flanders,2/19/2021,-37,14,20.0,-31,-42,16
BE,Belgium,Flanders,East Flanders,2/20/2021,-39,4,68.0,-11,-3,9
BE,Belgium,Flanders,East Flanders,2/21/2021,-35,16,95.0,11,1,3
BE,Belgium,Flanders,East Flanders,2/22/2021,-31,5,19.0,-27,-25,11
BE,Belgium,Flanders,East Flanders,2/23/2021,-28,10,42.0,-24,-25,11
BE,Belgium,Flanders,East Flanders,2/24/2021,-26,7,80.0,-19,-23,9
BE,Belgium,Flanders,East Flanders,2/25/2021,-34,9,12.0,-23,-25,13
BE,Belgium,Flanders,East Flanders,2/26/2021,-36,18,8.0,-20,-23,13
BE,Belgium,Flanders,East Flanders,2/27/2021,-37,8,1.0,-20,-2,10
BE,Belgium,Flanders,East Flanders,2/28/2021,-37,12,56.0,1,2,6
BE,Belgium,Flanders,East Flanders,3/1/2021,-29,9,10.0,-27,-25,11
BE,Belgium,Flanders,East Flanders,3/2/2021,-26,12,45.0,-24,-24,11
BE,Belgium,Flanders,East Flanders,3/3/2021,-25,8,40.0,-22,-23,10
BE,Belgium,Flanders,East Flanders,3/4/2021,-37,9,-25.0,-29,-25,14
BE,Belgium,Flanders,East Flanders,3/5/2021,-36,19,4.0,-20,-23,13
BE,Belgium,Flanders,East Flanders,3/6/2021,-34,11,24.0,-19,0,10
BE,Belgium,Flanders,East Flanders,3/7/2021,-36,13,37.0,-7,1,6
BE,Belgium,Flanders,East Flanders,3/8/2021,-26,11,19.0,-26,-25,11
BE,Belgium,Flanders,East Flanders,3/9/2021,-30,11,-7.0,-27,-25,12
BE,Belgium,Flanders,East Flanders,3/10/2021,-30,8,-12.0,-28,-23,11
BE,Belgium,Flanders,East Flanders,3/11/2021,-38,7,-26.0,-28,-25,14
BE,Belgium,Flanders,East Flanders,3/12/2021,-40,16,-24.0,-25,-24,14
